 | Distribuição de receita por categoria e município | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30
 | Pública | 70.58919638455218 | 70.66663927691043 | 70.7440821692687 | 70.82152506162696 | 70.89896795398522 | 71.0151322925226 | 70.99577156943303 | 70.97641084634347 | 70.95705012325391 | 70.93768940016434 | 70.87960723089564 | 70.72472144617913 | 70.5698356614626 | 70.4149498767461 | 70.26006409202958 | 70.12453903040263 | 69.89221035332785 | 69.65988167625308 | 69.42755299917832 | 69.19522432210353 | 68.96289564502877 | 68.73056696795399 | 68.49823829087921 | 68.26590961380444 | 68.03358093672966 | 67.80125225965489 | 67.56892358258011 | 67.33659490550535 | 67.10426622843056 | 66.8719375513558
 | Guimarânia | 3380.524485798237 | 3411.829089128306 | 3443.1336924583748 | 3474.4382957884422 | 3505.742899118511 | 3536.674828599413 | 3563.8800195886392 | 3591.0852105778645 | 3618.290401567091 | 3645.495592556317 | 3672.328109696376 | 3693.94319294809 | 3715.558276199805 | 3737.173359451518 | 3758.7884427032327 | 3781.148873653282 | 3796.801175318316 | 3812.4534769833494 | 3828.105778648384 | 3843.7580803134183 | 3858.665034280118 | 3874.3173359451516 | 3889.9696376101856 | 3905.62193927522 | 3921.2742409402545 | 3936.92654260529 | 3952.5788442703233 | 3968.2311459353587 | 3983.883447600392 | 3999.5357492654257
 | Residencial Social | 1990.9716884381478 | 2009.4086437714966 | 2027.845599104845 | 2046.2825544381933 | 2064.719509771542 | 2082.9369775413984 | 2098.959569676332 | 2114.982161811266 | 2131.0047539462 | 2147.0273460811336 | 2162.830450652575 | 2175.5607293351254 | 2188.2910080176757 | 2201.0212867002256 | 2213.751565382776 | 2226.9208191923103 | 2236.139296858985 | 2245.357774525659 | 2254.5762521923334 | 2263.7947298590075 | 2272.5742323986974 | 2281.7927100653715 | 2291.0111877320455 | 2300.22966539872 | 2309.4481430653946 | 2318.6666207320686 | 2327.8850983987427 | 2337.103576065417 | 2346.3220537320917 | 2355.540531398766
 | Residencial (Fixa) | 56.989047302402156 | 57.51678183810956 | 58.044516373816954 | 58.57225090952434 | 59.099985445231745 | 59.62143742694262 | 60.080063868688335 | 60.53869031043404 | 60.997316752179756 | 61.45594319392547 | 61.90828708167467 | 62.272675213472624 | 62.63706334527059 | 63.00145147706855 | 63.365839608866516 | 63.74279284865751 | 64.00666011651121 | 64.27052738436491 | 64.53439465221861 | 64.7982619200723 | 65.04956407993296 | 65.31343134778668 | 65.57729861564036 | 65.84116588349406 | 66.10503315134775 | 66.36890041920145 | 66.63276768705515 | 66.89663495490885 | 67.16050222276256 | 67.42436949061624
 | Residencial (0 a 5 m³) | 249.10833093160772 | 251.41514382966255 | 253.72195672771733 | 256.0287696257721 | 258.33558252382693 | 260.61493336357154 | 262.6196636202144 | 264.62439387685725 | 266.6291241335001 | 268.633854390143 | 270.61112258847567 | 272.20392197046584 | 273.7967213524561 | 275.3895207344463 | 276.98232011643654 | 278.6300436150471 | 279.7834500640745 | 280.9368565131019 | 282.0902629621293 | 283.24366941115665 | 284.3421517435637 | 285.49555819259115 | 286.6489646416185 | 287.8023710906459 | 288.9557775396733 | 290.1091839887007 | 291.2625904377281 | 292.4159968867555 | 293.5694033357829 | 294.7228097848103
 | Residencial (> 5m³ a 10m³) | 286.4496733393014 | 289.1022775241213 | 291.7548817089412 | 294.4074858937611 | 297.060090078581 | 299.6811156421531 | 301.98635499324655 | 304.29159434434 | 306.5968336954335 | 308.902073046527 | 311.1757337763726 | 313.0072938087483 | 314.8388538411239 | 316.6704138734995 | 318.5019739058752 | 320.39669118074653 | 321.72299327315653 | 323.0492953655665 | 324.3755974579764 | 325.7018995503864 | 326.9650444003006 | 328.29134649271055 | 329.6176485851205 | 330.94395067753044 | 332.2702527699404 | 333.59655486235033 | 334.9228569547603 | 336.2491590471703 | 337.5754611395802 | 338.9017632319902
 | Residencial (> 10m³ a 15m³) | 211.47340327869492 | 213.43170620840613 | 215.39000913811734 | 217.34831206782852 | 219.30661499753975 | 221.24160479713535 | 222.94346329557484 | 224.64532179401434 | 226.34718029245383 | 228.04903879089338 | 229.72758415921726 | 231.0797457059226 | 232.43190725262798 | 233.7840687993333 | 235.13623034603867 | 236.53501815297525 | 237.51416961783085 | 238.49332108268646 | 239.47247254754208 | 240.45162401239767 | 241.38414921702207 | 242.36330068187766 | 243.34245214673325 | 244.32160361158887 | 245.3007550764445 | 246.27990654130008 | 247.25905800615567 | 248.2382094710113 | 249.2173609358669 | 250.1965124007225
 | Residencial (> 15m³ a 20m³) | 105.90525057910708 | 106.88596285434079 | 107.8666751295745 | 108.8473874048082 | 109.82809968004193 | 110.7971368091419 | 111.64942247690453 | 112.50170814466715 | 113.35399381242978 | 114.20627948019242 | 115.04689000182132 | 115.72404847757792 | 116.40120695333454 | 117.07836542909114 | 117.75552390484775 | 118.45603267287183 | 118.94638881048868 | 119.43674494810554 | 119.9271010857224 | 120.41745722333926 | 120.88446306868863 | 121.3748192063055 | 121.86517534392235 | 122.3555314815392 | 122.84588761915606 | 123.33624375677292 | 123.82659989438977 | 124.31695603200663 | 124.80731216962349 | 125.29766830724034
 | Residencial (> 20m³ a 40m³) | 67.20301302279057 | 67.82533174111428 | 68.447650459438 | 69.0699691777617 | 69.69228789608543 | 70.30719805823863 | 70.8480226586866 | 71.3888472591346 | 71.92967185958258 | 72.47049646003057 | 73.00391250430805 | 73.43360876219822 | 73.86330502008842 | 74.29300127797859 | 74.72269753586878 | 75.1672109061 | 75.47837026526186 | 75.78952962442372 | 76.10068898358557 | 76.41184834274743 | 76.70819058956825 | 77.01934994873011 | 77.33050930789196 | 77.6416686670538 | 77.95282802621567 | 78.26398738537752 | 78.57514674453938 | 78.88630610370124 | 79.19746546286311 | 79.50862482202496
 | Residencial (>40m³) | 7.697234964096442 | 7.768513515191591 | 7.839792066286741 | 7.91107061738189 | 7.98234916847704 | 8.052779165392485 | 8.114723620510889 | 8.176668075629292 | 8.238612530747696 | 8.3005569858661 | 8.3616528868048 | 8.41086902922764 | 8.460085171650482 | 8.509301314073323 | 8.558517456496165 | 8.609430707278413 | 8.645069982825989 | 8.680709258373565 | 8.716348533921138 | 8.751987809468714 | 8.78592997665688 | 8.821569252204455 | 8.857208527752029 | 8.892847803299604 | 8.928487078847178 | 8.964126354394754 | 8.999765629942328 | 9.035404905489903 | 9.071044181037479 | 9.106683456585053
 | Comercial | 283.5968961241521 | 286.2230827931444 | 288.84926946213665 | 291.47545613112885 | 294.10164280012117 | 296.6965653421016 | 298.9788466139639 | 301.2611278858262 | 303.54340915768853 | 305.8256904295509 | 308.0767075744014 | 309.8900269410865 | 311.70334630777165 | 313.51666567445676 | 315.3299850411419 | 317.20583266185065 | 318.5189259963468 | 319.8320193308429 | 321.14511266533907 | 322.4582059998352 | 323.70877108030766 | 325.0218644148038 | 326.3349577492999 | 327.6480510837961 | 328.9611444182922 | 330.2742377527883 | 331.58733108728444 | 332.9004244217806 | 334.21351775627676 | 335.52661109077286
 | Industrial | 14.580579191192394 | 14.715599437257897 | 14.850619683323398 | 14.985639929388897 | 15.1206601754544 | 15.25407303763817 | 15.371412061004616 | 15.488751084371064 | 15.60609010773751 | 15.72342913110396 | 15.839160770588675 | 15.932389035729138 | 16.025617300869605 | 16.11884556601007 | 16.212073831150533 | 16.30851686405446 | 16.376026987087215 | 16.443537110119966 | 16.511047233152716 | 16.578557356185467 | 16.64285271145475 | 16.710362834487505 | 16.777872957520252 | 16.845383080553002 | 16.912893203585753 | 16.980403326618504 | 17.047913449651254 | 17.115423572684005 | 17.18293369571676 | 17.250443818749506
 | Pública | 106.54936862674442 | 107.53604561546084 | 108.52272260417725 | 109.50939959289364 | 110.49607658161007 | 111.47100741569889 | 112.32847670351195 | 113.18594599132503 | 114.04341527913809 | 114.90088456695116 | 115.74660770013666 | 116.42788466853608 | 117.10916163693551 | 117.79043860533493 | 118.47171557373436 | 119.17648485138892 | 119.66982334574713 | 120.16316184010535 | 120.65650033446354 | 121.14983882882174 | 121.6196850139248 | 122.113023508283 | 122.60636200264119 | 123.0997004969994 | 123.59303899135762 | 124.0863774857158 | 124.57971598007401 | 125.07305447443223 | 125.56639296879044 | 126.05973146314862
 | Lagoa Formosa | 7473.223656369023 | 7505.283008887008 | 7537.342361404993 | 7569.401713922981 | 7601.461066440965 | 7633.143250105798 | 7651.624523910285 | 7670.105797714769 | 7688.587071519255 | 7707.068345323741 | 7726.303956834532 | 7733.470165044436 | 7740.63637325434 | 7747.8025814642415 | 7754.968789674143 | 7762.889335590351 | 7758.363309352518 | 7753.8372831146835 | 7749.311256876852 | 7744.785230639019 | 7740.259204401185 | 7735.733178163352 | 7731.207151925519 | 7726.681125687685 | 7722.155099449852 | 7717.629073212019 | 7713.103046974185 | 7708.577020736353 | 7704.05099449852 | 7699.5249682606855
 | Residencial Social | 2288.2579311076383 | 2298.0743197290244 | 2307.890708350411 | 2317.7070969717975 | 2327.5234855931835 | 2337.2243872896124 | 2342.8832466125295 | 2348.542105935446 | 2354.200965258363 | 2359.85982458128 | 2365.7496577541115 | 2367.943909328304 | 2370.138160902496 | 2372.3324124766887 | 2374.5266640508808 | 2376.9518894749876 | 2375.566046375498 | 2374.1802032760083 | 2372.7943601765182 | 2371.4085170770286 | 2370.022673977539 | 2368.636830878049 | 2367.250987778559 | 2365.865144679069 | 2364.4793015795794 | 2363.09345848009 | 2361.7076153805997 | 2360.32177228111 | 2358.93592918162 | 2357.5500860821303
 | Residencial (Fixa) | 280.57863491391146 | 281.7822880868035 | 282.9859412596955 | 284.18959443258757 | 285.3932476054796 | 286.5827401528082 | 287.2766108054165 | 287.97048145802484 | 288.66435211063316 | 289.3582227632415 | 290.0804146669767 | 290.349466552682 | 290.6185184383873 | 290.88757032409256 | 291.15662220979783 | 291.45399534662994 | 291.2840678398687 | 291.1141403331075 | 290.9442128263463 | 290.7742853195851 | 290.6043578128239 | 290.4344303060626 | 290.2645027993014 | 290.0945752925402 | 289.9246477857789 | 289.7547202790177 | 289.5847927722565 | 289.4148652654953 | 289.244937758734 | 289.0750102519728
 | Residencial (0 a 5 m³) | 1226.4545337561253 | 1231.715896195273 | 1236.9772586344207 | 1242.2386210735683 | 1247.499983512716 | 1252.6994475702265 | 1255.732468270441 | 1258.7654889706555 | 1261.7985096708699 | 1264.8315303710845 | 1267.988347834573 | 1269.1644170856766 | 1270.3404863367803 | 1271.5165555878839 | 1272.6926248389875 | 1273.9924908533649 | 1273.2497102737207 | 1272.5069296940762 | 1271.7641491144318 | 1271.0213685347876 | 1270.2785879551432 | 1269.535807375499 | 1268.7930267958545 | 1268.05024621621 | 1267.3074656365657 | 1266.5646850569212 | 1265.821904477277 | 1265.0791238976326 | 1264.3363433179882 | 1263.5935627383437
 | Residencial (> 5m³ a 10m³) | 1410.3000860954783 | 1416.350126840311 | 1422.400167585144 | 1428.4502083299765 | 1434.5002490748093 | 1440.479112869703 | 1443.966783416724 | 1447.4544539637452 | 1450.9421245107665 | 1454.4297950577877 | 1458.0598195046873 | 1459.4121815535323 | 1460.7645436023772 | 1462.1169056512222 | 1463.4692677000671 | 1464.9639836487904 | 1464.10986024952 | 1463.2557368502494 | 1462.4016134509789 | 1461.5474900517086 | 1460.693366652438 | 1459.8392432531675 | 1458.985119853897 | 1458.1309964546265 | 1457.276873055356 | 1456.4227496560854 | 1455.568626256815 | 1454.7145028575444 | 1453.8603794582739 | 1453.0062560590036
 | Residencial (> 10m³ a 15m³) | 1041.1635502114154 | 1045.630033595284 | 1050.0965169791525 | 1054.5630003630208 | 1059.0294837468894 | 1063.4434202674183 | 1066.01821657106 | 1068.593012874702 | 1071.1678091783438 | 1073.7426054819857 | 1076.4224955123068 | 1077.4208859157598 | 1078.4192763192127 | 1079.4176667226657 | 1080.4160571261186 | 1081.5195412562507 | 1080.888978896175 | 1080.2584165360997 | 1079.6278541760241 | 1078.9972918159488 | 1078.3667294558732 | 1077.7361670957976 | 1077.105604735722 | 1076.4750423756464 | 1075.8444800155708 | 1075.2139176554954 | 1074.5833552954198 | 1073.9527929353442 | 1073.3222305752686 | 1072.691668215193
 | Residencial (> 15m³ a 20m³) | 521.4116052866369 | 523.6484068637725 | 525.8852084409081 | 528.1220100180436 | 530.3588115951792 | 532.5692978596426 | 533.8587481805796 | 535.1481985015165 | 536.4376488224535 | 537.7270991433904 | 539.0691800896718 | 539.5691710304433 | 540.0691619712148 | 540.5691529119863 | 541.0691438527577 | 541.6217654188736 | 541.3059816668074 | 540.9901979147412 | 540.674414162675 | 540.3586304106088 | 540.0428466585427 | 539.7270629064765 | 539.4112791544102 | 539.095495402344 | 538.7797116502778 | 538.4639278982116 | 538.1481441461455 | 537.8323603940793 | 537.516576642013 | 537.2007928899468
 | Residencial (> 20m³ a 40m³) | 330.865851397407 | 332.28523150080764 | 333.70461160420825 | 335.12399170760887 | 336.5433718110095 | 337.9460533249583 | 338.76428420809515 | 339.5825150912319 | 340.40074597436876 | 341.2189768575056 | 342.07060491954593 | 342.3878781191296 | 342.70515131871326 | 343.02242451829693 | 343.33969771788065 | 343.6903680963678 | 343.48998502294654 | 343.28960194952526 | 343.08921887610404 | 342.8888358026828 | 342.68845272926154 | 342.48806965584026 | 342.287686582419 | 342.0873035089977 | 341.8869204355765 | 341.6865373621552 | 341.4861542887339 | 341.28577121531265 | 341.0853881418914 | 340.88500506847015
 | Residencial (>40m³) | 37.896399063803564 | 38.05897067581645 | 38.22154228782933 | 38.38411389984222 | 38.5466855118551 | 38.70734451666784 | 38.80106226947527 | 38.894780022282696 | 38.98849777509012 | 39.082215527897546 | 39.179758495105276 | 39.21609803190816 | 39.25243756871104 | 39.28877710551392 | 39.3251166423168 | 39.365281393519986 | 39.342330107118165 | 39.319378820716345 | 39.296427534314525 | 39.27347624791271 | 39.25052496151089 | 39.22757367510907 | 39.20462238870725 | 39.18167110230543 | 39.158719815903616 | 39.135768529501796 | 39.112817243099975 | 39.089865956698155 | 39.066914670296335 | 39.043963383894514
 | Comercial | 260.81550560727885 | 261.9343770101566 | 263.0532484130343 | 264.17211981591197 | 265.29099121878966 | 266.39669942869233 | 267.0416958844689 | 267.68669234024543 | 268.331688796022 | 268.97668525179853 | 269.64800809352516 | 269.8981087600508 | 270.1482094265764 | 270.398310093102 | 270.6484107596276 | 270.92483781210325 | 270.76687949640285 | 270.6089211807025 | 270.4509628650021 | 270.29300454930177 | 270.1350462336014 | 269.977087917901 | 269.81912960220063 | 269.66117128650023 | 269.50321297079984 | 269.34525465509944 | 269.1872963393991 | 269.0293380236987 | 268.8713797079983 | 268.7134213922979
 | Industrial | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
 | Pública | 75.47955892932713 | 75.80335838975877 | 76.12715785019043 | 76.45095731062209 | 76.77475677105375 | 77.09474682606856 | 77.28140769149387 | 77.46806855691916 | 77.65472942234447 | 77.84139028776978 | 78.03566996402877 | 78.10804866694879 | 78.18042736986881 | 78.25280607278883 | 78.32518477570885 | 78.40518228946254 | 78.35946942446043 | 78.31375655945831 | 78.2680436944562 | 78.22233082945408 | 78.17661796445196 | 78.13090509944985 | 78.08519223444773 | 78.03947936944562 | 77.9937665044435 | 77.94805363944138 | 77.90234077443927 | 77.85662790943715 | 77.81091504443503 | 77.76520217943292
 | Patos de Minas | 82392.20045844192 | 82835.07167394104 | 83277.94288944014 | 83720.81410493924 | 84163.68532043834 | 84606.07878921094 | 85049.90549816312 | 85493.73220711527 | 85937.55891606746 | 86381.38562501963 | 86824.25684051872 | 87122.84854460388 | 87421.44024868903 | 87720.03195277421 | 88018.62365685936 | 88316.737614218 | 88496.84813012216 | 88676.95864602632 | 88857.06916193047 | 89037.17967783465 | 89216.81244701229 | 89396.92296291643 | 89577.03347882061 | 89757.14399472479 | 89937.25451062895 | 90117.36502653314 | 90297.4755424373 | 90477.58605834143 | 90657.69657424564 | 90837.80709014978
 | Residencial Social | 13615.585793987291 | 13688.77173873405 | 13761.957683480809 | 13835.14362822757 | 13908.32957297433 | 13981.436568481882 | 14054.780411707061 | 14128.124254932236 | 14201.468098157417 | 14274.811941382592 | 14347.997886129353 | 14397.34116063499 | 14446.684435140625 | 14496.027709646263 | 14545.370984151898 | 14594.635309418325 | 14624.399172600126 | 14654.163035781927 | 14683.926898963726 | 14713.690762145525 | 14743.375676088117 | 14773.139539269916 | 14802.903402451717 | 14832.667265633516 | 14862.431128815315 | 14892.194991997118 | 14921.958855178917 | 14951.722718360716 | 14981.486581542516 | 15011.250444724315
 | Residencial (Fixa) | 2279.4237709761533 | 2291.6760372158315 | 2303.928303455509 | 2316.1805696951874 | 2328.4328359348656 | 2340.671885058859 | 2352.9505855299067 | 2365.229286000954 | 2377.5079864720014 | 2389.786686943049 | 2402.0389531827273 | 2410.2996504856387 | 2418.5603477885497 | 2426.821045091461 | 2435.0817423943727 | 2443.3292225815994 | 2448.3120751947154 | 2453.2949278078318 | 2458.2777804209477 | 2463.2606330340636 | 2468.2302685314953 | 2473.2131211446113 | 2478.1959737577276 | 2483.178826370844 | 2488.16167898396 | 2493.1445315970764 | 2498.1273842101923 | 2503.1102368233082 | 2508.0930894364246 | 2513.0759420495406
 | Residencial (0 a 5 m³) | 15094.485592171646 | 15175.620859154966 | 15256.756126138283 | 15337.891393121601 | 15419.02666010492 | 15500.074402528388 | 15581.384718631412 | 15662.695034734434 | 15744.005350837459 | 15825.31566694048 | 15906.4509339238 | 15961.153783831647 | 16015.856633739493 | 16070.559483647341 | 16125.262333555187 | 16179.877658903182 | 16212.874417967594 | 16245.87117703201 | 16278.867936096422 | 16311.864695160833 | 16344.773929665396 | 16377.770688729808 | 16410.767447794224 | 16443.764206858636 | 16476.760965923047 | 16509.757724987463 | 16542.754484051875 | 16575.751243116287 | 16608.748002180702 | 16641.744761245114
 | Residencial (> 5m³ a 10m³) | 20782.013215429222 | 20893.719850305155 | 21005.42648518108 | 21117.133120057013 | 21228.839754932942 | 21340.42588642713 | 21452.37352806655 | 21564.321169705963 | 21676.26881134538 | 21788.216452984794 | 21899.923087860723 | 21975.237701450216 | 22050.552315039702 | 22125.86692862919 | 22201.18154221868 | 22276.375652426428 | 22321.805427343606 | 22367.23520226079 | 22412.664977177967 | 22458.094752095145 | 22503.404023630585 | 22548.833798547763 | 22594.263573464945 | 22639.693348382123 | 22685.1231232993 | 22730.552898216483 | 22775.98267313366 | 22821.41244805084 | 22866.84222296802 | 22912.2719978852
 | Residencial (> 10m³ a 15m³) | 12658.496550999827 | 12726.537988450697 | 12794.579425901564 | 12862.620863352433 | 12930.662300803302 | 12998.630338645271 | 13066.818575313942 | 13135.00681198261 | 13203.195048651281 | 13271.383285319951 | 13339.42472277082 | 13385.299478333705 | 13431.174233896587 | 13477.048989459472 | 13522.923745022354 | 13568.725100976337 | 13596.396753531868 | 13624.068406087401 | 13651.74005864293 | 13679.411711198461 | 13707.009964145094 | 13734.681616700624 | 13762.353269256157 | 13790.024921811688 | 13817.696574367219 | 13845.36822692275 | 13873.039879478281 | 13900.711532033813 | 13928.383184589346 | 13956.054837144875
 | Residencial (> 15m³ a 20m³) | 5552.970588138657 | 5582.818690511408 | 5612.666792884158 | 5642.514895256908 | 5672.362997629659 | 5702.178901402223 | 5732.091400975347 | 5762.003900548469 | 5791.916400121592 | 5821.828899694715 | 5851.677002067466 | 5871.801127183938 | 5891.925252300409 | 5912.04937741688 | 5932.173502533351 | 5952.265429049637 | 5964.404301319892 | 5976.543173590148 | 5988.682045860403 | 6000.820918130658 | 6012.927591800728 | 6025.066464070984 | 6037.20533634124 | 6049.344208611495 | 6061.48308088175 | 6073.621953152006 | 6085.760825422261 | 6097.899697692516 | 6110.038569962773 | 6122.177442233028
 | Residencial (> 20m³ a 40m³) | 3286.6187911576444 | 3304.284891235362 | 3321.950991313079 | 3339.6170913907963 | 3357.283191468514 | 3374.930234264594 | 3392.6344489055864 | 3410.3386635465777 | 3428.04287818757 | 3445.747092828561 | 3463.4131929062787 | 3475.3239939295513 | 3487.234794952823 | 3499.1455959760956 | 3511.0563969993673 | 3522.9481407410026 | 3530.13273591824 | 3537.3173310954785 | 3544.501926272716 | 3551.6865214499535 | 3558.8520593455546 | 3566.036654522792 | 3573.2212497000305 | 3580.405844877268 | 3587.5904400545055 | 3594.775035231744 | 3601.9596304089814 | 3609.144225586219 | 3616.3288207634573 | 3623.513415940695
 | Residencial (>40m³) | 174.81318579469118 | 175.75283454357023 | 176.69248329244923 | 177.63213204132828 | 178.57178079020733 | 179.51041589426555 | 180.4520919327862 | 181.39376797130683 | 182.33544400982746 | 183.27712004834808 | 184.2167687972271 | 184.85029681022542 | 185.48382482322367 | 186.11735283622195 | 186.7508808492202 | 187.3833952173977 | 187.76553931483824 | 188.1476834122788 | 188.52982750971935 | 188.9119716071599 | 189.29310205977967 | 189.67524615722022 | 190.05739025466082 | 190.43953435210136 | 190.8216784495419 | 191.20382254698248 | 191.58596664442302 | 191.96811074186357 | 192.35025483930414 | 192.7323989367447
 | Comercial | 7448.25492144315 | 7488.29047932427 | 7528.326037205387 | 7568.361595086507 | 7608.397152967626 | 7648.389522544667 | 7688.511457033944 | 7728.63339152322 | 7768.755326012498 | 7808.877260501774 | 7848.912818382893 | 7875.905508432192 | 7902.898198481489 | 7929.890888530788 | 7956.883578580086 | 7983.833080325306 | 8000.115070963042 | 8016.397061600779 | 8032.679052238515 | 8048.961042876252 | 8065.199845209911 | 8081.481835847646 | 8097.763826485384 | 8114.04581712312 | 8130.327807760857 | 8146.609798398594 | 8162.89178903633 | 8179.173779674066 | 8195.455770311804 | 8211.73776094954
 | Industrial | 683.855263805068 | 687.5310948937107 | 691.2069259823531 | 694.8827570709957 | 698.5585881596384 | 702.2304539504506 | 705.9142156347538 | 709.5979773190568 | 713.2817390033599 | 716.9655006876629 | 720.6413317763055 | 723.1196429202124 | 725.5979540641191 | 728.0762652080259 | 730.5545763519327 | 733.0289221980092 | 734.5238394800139 | 736.0187567620185 | 737.513674044023 | 739.0085913260276 | 740.499543310202 | 741.9944605922066 | 743.4893778742112 | 744.9842951562157 | 746.4792124382203 | 747.9741297202249 | 749.4690470022294 | 750.9639642842341 | 752.4588815662387 | 753.9537988482432
 | Pública | 815.6827845385752 | 820.0672095720164 | 824.4516346054575 | 828.8360596388986 | 833.2204846723397 | 837.6001800131882 | 841.9940644318148 | 846.3879488504413 | 850.7818332690679 | 855.1757176876944 | 859.5601427211355 | 862.5162005915787 | 865.4722584620216 | 868.4283163324648 | 871.3843742029077 | 874.3357023807581 | 876.1187964882093 | 877.9018905956607 | 879.6849847031119 | 881.468078810563 | 883.2464432254217 | 885.0295373328729 | 886.8126314403243 | 888.5957255477755 | 890.3788196552266 | 892.161913762678 | 893.9450078701292 | 895.7281019775804 | 897.5111960850318 | 899.2942901924829
 | Presidente Olegário | 6772.717886178863 | 6754.645020325203 | 6736.572154471546 | 6718.499288617885 | 6700.426422764227 | 6681.64481707317 | 6650.105894308944 | 6618.5669715447175 | 6587.028048780488 | 6555.489126016262 | 6523.595833333335 | 6480.362703252032 | 6437.129573170732 | 6393.896443089431 | 6350.66331300813 | 6306.72144308943 | 6259.944613821139 | 6213.167784552847 | 6166.3909552845535 | 6119.614126016261 | 6073.546036585366 | 6026.769207317075 | 5979.992378048781 | 5933.2155487804885 | 5886.438719512196 | 5839.661890243902 | 5792.885060975611 | 5746.108231707318 | 5699.331402439024 | 5652.5545731707325
 | Residencial Social | 2168.062790023771 | 2162.277356668224 | 2156.491923312677 | 2150.70648995713 | 2144.921056601583 | 2138.908743506603 | 2128.812595101825 | 2118.7164466970476 | 2108.620298292269 | 2098.5241498874916 | 2088.314561612997 | 2074.474897507571 | 2060.635233402145 | 2046.795569296719 | 2032.9559051912931 | 2018.8893613464343 | 2003.915298543842 | 1988.9412357412502 | 1973.9671729386582 | 1958.9931101360664 | 1944.2459270729075 | 1929.2718642703155 | 1914.2978014677237 | 1899.3237386651315 | 1884.3496758625397 | 1869.3756130599477 | 1854.4015502573554 | 1839.4274874547637 | 1824.4534246521716 | 1809.4793618495798
 | Residencial (Fixa) | 219.53655458878964 | 218.95072556597526 | 218.36489654316088 | 217.77906752034653 | 217.19323849753212 | 216.58443578754856 | 215.5621067085196 | 214.5397776294906 | 213.51744855046158 | 212.4951194714326 | 211.46130354881896 | 210.05990863149833 | 208.65851371417767 | 207.25711879685701 | 205.85572387953636 | 204.43135527504654 | 202.9150919218799 | 201.39882856871333 | 199.8825652155467 | 198.36630186238008 | 196.8730121963827 | 195.35674884321605 | 193.84048549004947 | 192.32422213688284 | 190.80795878371623 | 189.29169543054962 | 187.775432077383 | 186.2591687242164 | 184.74290537104977 | 183.2266420178832
 | Residencial (0 a 5 m³) | 959.629740814846 | 957.0689875299173 | 954.5082342449886 | 951.9474809600599 | 949.386727675131 | 946.7255526927543 | 942.2567871563101 | 937.788021619866 | 933.3192560834217 | 928.8504905469777 | 924.3315141618092 | 918.20579061747 | 912.0800670731309 | 905.9543435287916 | 899.8286199844524 | 893.602474742665 | 886.9746427110848 | 880.3468106795048 | 873.7189786479246 | 867.0911466163444 | 860.5637362822125 | 853.9359042506323 | 847.3080722190522 | 840.680240187472 | 834.052408155892 | 827.4245761243118 | 820.7967440927315 | 814.1689120611514 | 807.5410800295713 | 800.9132479979912
 | Residencial (> 5m³ a 10m³) | 1103.478252835151 | 1100.5336425957937 | 1097.5890323564365 | 1094.6444221170796 | 1091.6998118777224 | 1088.639726727018 | 1083.5010931720615 | 1078.362459617105 | 1073.2238260621486 | 1068.0851925071922 | 1062.8888214965618 | 1055.8448519043743 | 1048.8008823121868 | 1041.7569127199993 | 1034.7129431278117 | 1027.553498624277 | 1019.9321544753526 | 1012.3108103264284 | 1004.6894661775041 | 997.06812202858 | 989.5622527910031 | 981.9409086420787 | 974.3195644931546 | 966.6982203442303 | 959.0768761953061 | 951.4555320463819 | 943.8341878974576 | 936.2128437485334 | 928.591499599609 | 920.970155450685
 | Residencial (> 10m³ a 15m³) | 814.6502624726877 | 812.4763841038039 | 810.30250573492 | 808.1286273660363 | 805.9547489971525 | 803.6956204961556 | 799.9019896171231 | 796.1083587380906 | 792.314727859058 | 788.5210969800256 | 784.6848410349365 | 779.484582976038 | 774.2843249171395 | 769.084066858241 | 763.8838087993427 | 758.5983006083311 | 752.9717918888671 | 747.3452831694032 | 741.7187744499392 | 736.0922657304753 | 730.5510071431245 | 724.9244984236605 | 719.2979897041965 | 713.6714809847326 | 708.0449722652687 | 702.4184635458047 | 696.7919548263408 | 691.1654461068769 | 685.5389373874128 | 679.912428667949
 | Residencial (> 15m³ a 20m³) | 407.974425359793 | 406.88575354662066 | 405.7970817334483 | 404.708409920276 | 403.6197381071037 | 402.48837328165007 | 400.5885342351337 | 398.6886951886173 | 396.7888561421009 | 394.8890170955845 | 392.9678315429274 | 390.3635577937701 | 387.75928404461274 | 385.15501029545544 | 382.55073654629814 | 379.90376978485955 | 377.08603097429585 | 374.2682921637322 | 371.4505533531686 | 368.63281454260493 | 365.8577687443225 | 363.04002993375883 | 360.2222911231952 | 357.4045523126315 | 354.5868135020679 | 351.7690746915042 | 348.9513358809405 | 346.1335970703769 | 343.3158582598132 | 340.49811944924954
